   10000301  7.36E-08     0.644     0.000     0.000     0.000 100000
 REAC,CROSS(mb),B. MOM,  A1,    A2,    A3, # EVENTS
       1864       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1785   -0.0004    0.6166 14
   2   -0.1785    0.0004    0.0279614
       1865       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1776   -0.0004    0.6168 14
   2   -0.1776    0.0004    0.0276614
       1866       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1764    0.0001    0.6172 14
   2   -0.1764   -0.0001    0.0272614
       1867       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1816    0.0007    0.6155 14
   2   -0.1816   -0.0007    0.0289614
       1868       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1815    0.0006    0.6156 14
   2   -0.1815   -0.0006    0.0289614
       1869       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1766   -0.0008    0.6172 14
   2   -0.1766    0.0008    0.0273614
       1870       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1774    0.0003    0.6169 14
   2   -0.1774   -0.0003    0.0276614
       1871       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1806   -0.0001    0.6159 14
   2   -0.1806    0.0001    0.0286614
       1872       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1809   -0.0001    0.6158 14
   2   -0.1809    0.0001    0.0287614
       1873       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1810   -0.0005    0.6157 14
   2   -0.1810    0.0005    0.0287614
       1874       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1781   -0.0007    0.6167 14
   2   -0.1781    0.0007    0.0278614
       1875       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1785    0.0001    0.6166 14
   2   -0.1785   -0.0001    0.0279614
       1876       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1816   -0.0004    0.6155 14
   2   -0.1816    0.0004    0.0289614
       1877       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1767    0.0001    0.6171 14
   2   -0.1767   -0.0001    0.0273614
       1878       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1807    0.0005    0.6158 14
   2   -0.1807   -0.0005    0.0286614
       1879       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1799    0.0008    0.6161 14
   2   -0.1799   -0.0008    0.0283614
       1880       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1779    0.0008    0.6167 14
   2   -0.1779   -0.0008    0.0277614
       1881       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1769   -0.0006    0.6170 14
   2    0.1769    0.0006    0.0274614
       1882       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1792    0.0008    0.6163 14
   2   -0.1792   -0.0008    0.0281614
       1883       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1774   -0.0006    0.6169 14
   2   -0.1774    0.0006    0.0276614
       1884       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1769   -0.0006    0.6171 14
   2    0.1769    0.0006    0.0274614
       1885       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1796   -0.0001    0.6162 14
   2   -0.1796    0.0001    0.0283614
       1886       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1766    0.0002    0.6171 14
   2   -0.1766   -0.0002    0.0273614
       1887       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1770    0.0001    0.6170 14
   2   -0.1770   -0.0001    0.0274614
       1888       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1817    0.0006    0.6155 14
   2   -0.1817   -0.0006    0.0289614
       1889       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1795   -0.0001    0.6162 14
   2   -0.1795    0.0001    0.0282614
       1890       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1778   -0.0008    0.6168 14
   2   -0.1778    0.0008    0.0277614
       1891       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1788   -0.0001    0.6164 14
   2   -0.1788    0.0001    0.0280614
       1892       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1768    0.0002    0.6171 14
   2   -0.1768   -0.0002    0.0274614
       1893       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1793    0.0001    0.6163 14
   2   -0.1793   -0.0001    0.0282614
       1894       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1792    0.0007    0.6163 14
   2   -0.1792   -0.0007    0.0281614
       1895       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1818    0.0005    0.6155 14
   2    0.1818   -0.0005    0.0290614
       1896       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1795    0.0004    0.6162 14
   2   -0.1795   -0.0004    0.0282614
       1897       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1768    0.0002    0.6171 14
   2    0.1768   -0.0002    0.0274614
       1898       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1769   -0.0006    0.6171 14
   2   -0.1769    0.0006    0.0274614
       1899       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1800    0.0009    0.6160 14
   2    0.1800   -0.0009    0.0284614
       1900       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1778   -0.0004    0.6168 14
   2   -0.1778    0.0004    0.0277614
       1901       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1778    0.0009    0.6168 14
   2   -0.1778   -0.0009    0.0277614
       1902       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1803    0.0006    0.6159 14
   2   -0.1803   -0.0006    0.0285614
       1903       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1778    0.0000    0.6168 14
   2   -0.1778   -0.0000    0.0277614
       1904       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1787    0.0008    0.6165 14
   2   -0.1787   -0.0008    0.0280614
       1905       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1764    0.0006    0.6172 14
   2   -0.1764   -0.0006    0.0272614
       1906       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1787    0.0001    0.6165 14
   2   -0.1787   -0.0001    0.0280614
       1907       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1811   -0.0002    0.6157 14
   2   -0.1811    0.0002    0.0287614
       1908       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1783   -0.0009    0.6166 14
   2   -0.1783    0.0009    0.0278614
       1909       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1763    0.0001    0.6172 14
   2   -0.1763   -0.0001    0.0272614
       1910       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1782   -0.0001    0.6166 14
   2   -0.1782    0.0001    0.0278614
       1911       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1817    0.0006    0.6155 14
   2   -0.1817   -0.0006    0.0289614
       1912       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1810   -0.0001    0.6157 14
   2   -0.1810    0.0001    0.0287614
       1913       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1807    0.0001    0.6158 14
   2   -0.1807   -0.0001    0.0286614
       1914       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1816   -0.0007    0.6155 14
   2   -0.1816    0.0007    0.0289614
       1915       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1782   -0.0000    0.6166 14
   2   -0.1782    0.0000    0.0278614
       1916       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1796   -0.0002    0.6162 14
   2   -0.1796    0.0002    0.0283614
       1917       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1815   -0.0007    0.6156 14
   2   -0.1815    0.0007    0.0289614
       1918       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1760   -0.0004    0.6173 14
   2   -0.1760    0.0004    0.0271614
       1919       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1814   -0.0003    0.6156 14
   2   -0.1814    0.0003    0.0288614
       1920       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1800    0.0007    0.6161 14
   2   -0.1800   -0.0007    0.0284614
       1921       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1807   -0.0007    0.6158 14
   2   -0.1807    0.0007    0.0286614
       1922       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1795    0.0008    0.6162 14
   2   -0.1795   -0.0008    0.0282614
       1923       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1781    0.0007    0.6167 14
   2   -0.1781   -0.0007    0.0278614
       1924       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1809    0.0004    0.6158 14
   2   -0.1809   -0.0004    0.0287614
       1925       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1788    0.0003    0.6164 14
   2   -0.1788   -0.0003    0.0280614
       1926       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1762   -0.0007    0.6173 14
   2   -0.1762    0.0007    0.0272614
       1927       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1803    0.0008    0.6160 14
   2   -0.1803   -0.0008    0.0285614
       1928       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1802    0.0004    0.6160 14
   2   -0.1802   -0.0004    0.0284614
       1929       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1782   -0.0006    0.6166 14
   2   -0.1782    0.0006    0.0278614
       1930       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1777    0.0007    0.6168 14
   2   -0.1777   -0.0007    0.0276614
       1931       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1790   -0.0009    0.6164 14
   2   -0.1790    0.0009    0.0281614
       1932       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1818    0.0008    0.6155 14
   2   -0.1818   -0.0008    0.0290614
       1933       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1789   -0.0006    0.6164 14
   2   -0.1789    0.0006    0.0280614
       1934       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1782   -0.0000    0.6166 14
   2   -0.1782    0.0000    0.0278614
       1935       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1817    0.0004    0.6155 14
   2   -0.1817   -0.0004    0.0289614
       1936       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1818    0.0004    0.6155 14
   2   -0.1818   -0.0004    0.0290614
       1937       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1783   -0.0001    0.6166 14
   2   -0.1783    0.0001    0.0278614
       1938       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1778   -0.0002    0.6168 14
   2   -0.1778    0.0002    0.0277614
       1939       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1805   -0.0001    0.6159 14
   2   -0.1805    0.0001    0.0285614
       1940       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1761   -0.0006    0.6173 14
   2   -0.1761    0.0006    0.0271614
       1941       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1767    0.0004    0.6171 14
   2   -0.1767   -0.0004    0.0273614
       1942       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1789   -0.0006    0.6164 14
   2   -0.1789    0.0006    0.0280614
       1943       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1818    0.0008    0.6155 14
   2    0.1818   -0.0008    0.0290614
       1944       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1802   -0.0008    0.6160 14
   2   -0.1802    0.0008    0.0285614
       1945       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1819   -0.0000    0.6154 14
   2   -0.1819    0.0000    0.0290614
       1946       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1763   -0.0005    0.6172 14
   2   -0.1763    0.0005    0.0272614
       1947       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1784   -0.0006    0.6166 14
   2   -0.1784    0.0006    0.0279614
       1948       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1799    0.0004    0.6161 14
   2   -0.1799   -0.0004    0.0284614
       1949       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1789   -0.0008    0.6164 14
   2   -0.1789    0.0008    0.0280614
       1950       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1795    0.0000    0.6162 14
   2   -0.1795   -0.0000    0.0282614
       1951       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1774    0.0007    0.6169 14
   2   -0.1774   -0.0007    0.0275614
       1952       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1787   -0.0007    0.6165 14
   2   -0.1787    0.0007    0.0280614
       1953       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1819   -0.0007    0.6154 14
   2    0.1819    0.0007    0.0290614
       1954       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1815   -0.0002    0.6156 14
   2   -0.1815    0.0002    0.0289614
       1955       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1788    0.0009    0.6164 14
   2   -0.1788   -0.0009    0.0280614
       1956       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1820    0.0000    0.6154 14
   2    0.1820   -0.0000    0.0290614
       1957       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1792   -0.0004    0.6163 14
   2    0.1792    0.0004    0.0281614
       1958       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1761    0.0008    0.6173 14
   2    0.1761   -0.0008    0.0271614
       1959       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1798    0.0007    0.6161 14
   2   -0.1798   -0.0007    0.0283614
       1960       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1769   -0.0005    0.6171 14
   2   -0.1769    0.0005    0.0274614
       1961       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1789   -0.0007    0.6164 14
   2   -0.1789    0.0007    0.0280614
       1962       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1813   -0.0004    0.6157 14
   2   -0.1813    0.0004    0.0288614
       1963       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1760   -0.0007    0.6173 14
   2   -0.1760    0.0007    0.0271614
       1964       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1762    0.0004    0.6173 14
   2    0.1762   -0.0004    0.0272614
       1965       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1791   -0.0006    0.6164 14
   2    0.1791    0.0006    0.0281614
       1966       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1784    0.0005    0.6166 14
   2   -0.1784   -0.0005    0.0279614
       1967       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1806    0.0004    0.6159 14
   2   -0.1806   -0.0004    0.0286614
       1968       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1766    0.0005    0.6171 14
   2   -0.1766   -0.0005    0.0273614
       1969       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1773   -0.0002    0.6169 14
   2   -0.1773    0.0002    0.0275614
       1970       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1766    0.0003    0.6171 14
   2   -0.1766   -0.0003    0.0273614
       1971       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1765   -0.0007    0.6172 14
   2   -0.1765    0.0007    0.0273614
       1972       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1810    0.0002    0.6157 14
   2   -0.1810   -0.0002    0.0287614
       1973       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1763   -0.0006    0.6173 14
   2   -0.1763    0.0006    0.0272614
       1974       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1766    0.0000    0.6171 14
   2   -0.1766   -0.0000    0.0273614
       1975       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1789    0.0002    0.6164 14
   2   -0.1789   -0.0002    0.0280614
       1976       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1764    0.0004    0.6172 14
   2   -0.1764   -0.0004    0.0272614
       1977       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1775    0.0001    0.6169 14
   2   -0.1775   -0.0001    0.0276614
       1978       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1806    0.0006    0.6159 14
   2   -0.1806   -0.0006    0.0286614
       1979       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1796    0.0005    0.6162 14
   2   -0.1796   -0.0005    0.0283614
       1980       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1820    0.0007    0.6154 14
   2    0.1820   -0.0007    0.0291614
       1981       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1801    0.0005    0.6160 14
   2   -0.1801   -0.0005    0.0284614
       1982       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1785    0.0005    0.6165 14
   2   -0.1785   -0.0005    0.0279614
       1983       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1804   -0.0006    0.6159 14
   2   -0.1804    0.0006    0.0285614
       1984       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1787   -0.0007    0.6165 14
   2   -0.1787    0.0007    0.0280614
       1985       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1790    0.0006    0.6164 14
